date,symbol,bias,score,regime,trendStack,longTrend,momentum,macdHistogram,structure,next_close_ret,next_oc_ret
2022-08-22,GLD,bearish,-6,normal,-2,-1,-1,-1,-1,0.006991,0.005001
2022-08-23,GLD,bearish,-4,normal,-2,-1,-1,-1,1,0.002949,0.004986
2022-08-24,GLD,bearish,-4,normal,-2,-1,0,-1,0,0.003063,-0.001342
2022-08-25,GLD,bearish,-3,normal,-2,-1,0,-1,1,-0.012153,-0.008337
2022-08-26,GLD,bearish,-6,normal,-2,-1,-1,-1,-1,0.000618,-0.000124
2022-08-29,GLD,bearish,-5,normal,-2,-1,-1,-1,0,-0.008341,-0.004713
2022-08-30,GLD,bearish,-6,normal,-2,-1,-1,-1,-1,-0.007725,-0.001442
2022-08-31,GLD,bearish,-6,normal,-2,-1,-1,-1,-1,-0.008790,-0.001897
2022-09-01,GLD,bearish,-6,normal,-2,-1,-1,-1,-1,0.008805,-0.000565
2022-09-02,GLD,bearish,-4,normal,-2,-1,-1,-1,1,-0.005839,-0.005277
2022-09-06,GLD,bearish,-6,normal,-2,-1,-1,-1,-1,0.010169,0.011318
2022-09-07,GLD,bearish,-4,normal,-2,-1,-1,-1,1,-0.006002,-0.003510
2022-09-08,GLD,bearish,-5,normal,-2,-1,-1,-1,0,0.005284,0.000626
2022-09-09,GLD,bearish,-5,normal,-2,-1,-1,-1,0,0.005068,-0.002546
2022-09-12,GLD,bearish,-3,normal,-2,-1,0,-1,1,-0.013011,0.000442
2022-09-13,GLD,bearish,-6,normal,-2,-1,-1,-1,-1,-0.003848,-0.004726
2022-09-14,GLD,bearish,-6,normal,-2,-1,-1,-1,-1,-0.018679,-0.011355
2022-09-15,GLD,bearish,-6,normal,-2,-1,-1,-1,-1,0.005549,0.007630
2022-09-16,GLD,bearish,-5,normal,-2,-1,-1,-1,0,0.000770,0.007038
2022-09-19,GLD,bearish,-5,normal,-2,-1,-1,-1,0,-0.005707,0.000258
2022-09-20,GLD,bearish,-5,normal,-2,-1,-1,-1,0,0.004643,-0.001154
2022-09-21,GLD,bearish,-4,normal,-2,-1,-1,-1,1,-0.000578,-0.003584
2022-09-22,GLD,bearish,-5,normal,-2,-1,-1,-1,0,-0.017277,-0.005783
2022-09-23,GLD,bearish,-6,normal,-2,-1,-1,-1,-1,-0.011633,-0.012988
2022-09-26,GLD,bearish,-6,normal,-2,-1,-1,-1,-1,0.002050,-0.004663
2022-09-27,GLD,bearish,-5,normal,-2,-1,-1,-1,0,0.020787,0.009726
2022-09-28,GLD,bearish,-4,normal,-2,-1,-1,-1,1,-0.000194,0.003374
2022-09-29,GLD,bearish,-5,normal,-2,-1,-1,-1,0,0.000065,-0.001743
2022-09-30,GLD,bearish,-3,normal,-2,-1,-1,1,0,0.024310,0.019236
2022-10-03,GLD,neutral,1,normal,0,-1,0,1,1,0.014328,0.009549
2022-10-04,GLD,bullish,3,normal,1,-1,1,1,1,-0.005538,0.003076
2022-10-05,GLD,neutral,2,normal,1,-1,1,1,0,-0.001126,0.001380
2022-10-06,GLD,neutral,1,normal,0,-1,1,1,0,-0.010963,-0.003660
2022-10-07,GLD,neutral,-1,normal,0,-1,0,1,-1,-0.015201,-0.002950
2022-10-10,GLD,bearish,-4,normal,-2,-1,-1,1,-1,-0.002058,-0.002122
2022-10-11,GLD,bearish,-3,normal,-2,-1,-1,1,0,0.005349,0.003087
2022-10-12,GLD,neutral,-2,normal,-2,-1,0,1,0,-0.006924,0.009317
2022-10-13,GLD,bearish,-4,normal,-2,-1,-1,1,-1,-0.012459,-0.006752
2022-10-14,GLD,bearish,-5,normal,-2,-1,-1,-1,0,0.002876,-0.009682
2022-10-17,GLD,bearish,-5,normal,-2,-1,-1,-1,0,0.002151,-0.002142
2022-10-18,GLD,bearish,-5,normal,-2,-1,-1,-1,0,-0.013398,-0.002630
2022-10-19,GLD,bearish,-6,normal,-2,-1,-1,-1,-1,-0.001582,-0.003094
2022-10-20,GLD,bearish,-6,normal,-2,-1,-1,-1,-1,0.017828,0.014278
2022-10-21,GLD,bearish,-3,normal,-2,-1,0,-1,1,-0.003244,0.001303
2022-10-24,GLD,bearish,-5,normal,-2,-1,-1,-1,0,0.002278,0.000260
2022-10-25,GLD,bearish,-4,normal,-2,-1,0,-1,0,0.006364,0.001292
2022-10-26,GLD,neutral,1,normal,0,-1,0,1,1,-0.001549,0.000194
2022-10-27,GLD,bearish,-3,normal,-2,-1,0,1,-1,-0.010211,0.001308
2022-10-28,GLD,bearish,-4,normal,-2,-1,-1,1,-1,-0.008161,-0.001643
2022-10-31,GLD,bearish,-4,normal,-2,-1,-1,1,-1,0.010203,-0.002340
2022-11-01,GLD,neutral,-1,normal,-2,-1,0,1,1,-0.006973,-0.011482
2022-11-02,GLD,bearish,-4,normal,-2,-1,-1,1,-1,-0.003806,0.007366
2022-11-03,GLD,bearish,-6,normal,-2,-1,-1,-1,-1,0.030696,0.009810
2022-11-04,GLD,bullish,3,normal,1,-1,1,1,1,-0.003962,-0.002368
2022-11-07,GLD,neutral,0,normal,0,-1,0,1,0,0.023099,0.022181
2022-11-08,GLD,bullish,3,normal,1,-1,1,1,1,-0.005017,-0.004455
2022-11-09,GLD,neutral,2,normal,1,-1,1,1,0,0.030444,0.009074
2022-11-10,GLD,bullish,3,normal,1,-1,1,1,1,0.006606,0.003966
2022-11-11,GLD,bullish,5,normal,1,1,1,1,1,0.002188,0.004385
2022-11-14,GLD,bullish,6,normal,2,1,1,1,1,0.003517,0.001392
2022-11-15,GLD,bullish,6,normal,2,1,1,1,1,-0.002296,-0.001753
2022-11-16,GLD,bullish,5,normal,2,1,1,1,0,-0.007267,0.000794
2022-11-17,GLD,bullish,4,normal,2,1,1,1,-1,-0.006894,-0.003611
2022-11-18,GLD,neutral,2,normal,2,-1,1,1,-1,-0.005590,-0.003447
2022-11-21,GLD,neutral,2,normal,2,-1,1,1,-1,0.001174,-0.001417
2022-11-22,GLD,bullish,3,normal,2,-1,1,1,0,0.006232,0.008597
2022-11-23,GLD,bullish,4,normal,2,-1,1,1,1,0.000858,0.002272
2022-11-25,GLD,bullish,3,normal,2,-1,1,1,0,-0.007903,-0.006138
2022-11-28,GLD,neutral,0,normal,2,-1,1,-1,-1,0.004940,0.000184
2022-11-29,GLD,neutral,1,normal,2,-1,1,-1,0,0.012782,0.006842
2022-11-30,GLD,bullish,4,normal,2,1,1,-1,1,0.018385,0.002150
2022-12-01,GLD,bullish,6,normal,2,1,1,1,1,-0.003456,0.006499
2022-12-02,GLD,bullish,5,normal,2,1,1,1,0,-0.017159,-0.012969
2022-12-05,GLD,bullish,4,normal,2,1,1,1,-1,0.002737,-0.002179
2022-12-06,GLD,bullish,5,normal,2,1,1,1,0,0.009039,0.005197
2022-12-07,GLD,bullish,6,normal,2,1,1,1,1,0.000842,-0.000660
2022-12-08,GLD,bullish,5,normal,2,1,1,1,0,0.003544,-0.001196
2022-12-09,GLD,bullish,6,normal,2,1,1,1,1,-0.008261,-0.004566
2022-12-12,GLD,neutral,2,normal,2,1,1,-1,-1,0.017081,-0.004137
2022-12-13,GLD,bullish,6,normal,2,1,1,1,1,-0.002433,-0.001959
2022-12-14,GLD,bullish,5,normal,2,1,1,1,0,-0.016359,-0.002293
2022-12-15,GLD,neutral,1,normal,2,1,0,-1,-1,0.008709,0.004638
2022-12-16,GLD,bullish,4,normal,2,1,1,-1,1,-0.002818,-0.002339
2022-12-19,GLD,bullish,3,normal,2,1,1,-1,0,0.016594,0.005830
2022-12-20,GLD,bullish,4,normal,2,1,1,-1,1,-0.001656,-0.001420
2022-12-21,GLD,bullish,3,normal,2,1,1,-1,0,-0.012085,-0.005961
2022-12-22,GLD,neutral,1,normal,2,1,0,-1,-1,0.002998,0.002277
2022-12-23,GLD,bullish,3,normal,2,1,1,-1,0,0.008430,0.004646
2022-12-27,GLD,bullish,4,normal,2,1,1,-1,1,-0.004506,-0.000833
2022-12-28,GLD,bullish,3,normal,2,1,1,-1,0,0.005598,0.001839
2022-12-29,GLD,bullish,4,normal,2,1,1,-1,1,0.004679,0.002245
2022-12-30,GLD,bullish,4,normal,2,1,1,-1,1,0.008371,-0.001518
2023-01-03,GLD,bullish,6,normal,2,1,1,1,1,0.009412,-0.001099
2023-01-04,GLD,bullish,6,normal,2,1,1,1,1,-0.012451,-0.001756
2023-01-05,GLD,bullish,4,normal,2,1,1,1,-1,0.018707,0.011353
2023-01-06,GLD,bullish,6,normal,2,1,1,1,1,0.002245,-0.002349
2023-01-09,GLD,bullish,6,normal,2,1,1,1,1,0.003676,0.000745
2023-01-10,GLD,bullish,5,normal,2,1,1,1,0,-0.000687,-0.000801
2023-01-11,GLD,bullish,5,normal,2,1,1,1,0,0.011568,0.003579
2023-01-12,GLD,bullish,6,normal,2,1,1,1,1,0.012002,0.010172
2023-01-13,GLD,bullish,6,normal,2,1,1,1,1,-0.006545,-0.003479
2023-01-17,GLD,bullish,5,normal,2,1,1,1,0,-0.002872,-0.010284
2023-01-18,GLD,bullish,4,normal,2,1,1,1,-1,0.015869,0.008522
2023-01-19,GLD,bullish,6,normal,2,1,1,1,1,-0.003335,0.001284
2023-01-20,GLD,bullish,5,normal,2,1,1,1,0,0.001896,0.007177
2023-01-23,GLD,bullish,5,normal,2,1,1,1,0,0.003619,0.004010
2023-01-24,GLD,bullish,6,normal,2,1,1,1,1,0.004604,0.009813
2023-01-25,GLD,bullish,6,normal,2,1,1,1,1,-0.009055,-0.003775
2023-01-26,GLD,bullish,5,normal,2,1,1,1,0,-0.001393,-0.000279
2023-01-27,GLD,bullish,5,normal,2,1,1,1,0,-0.002567,-0.002956
2023-01-30,GLD,bullish,3,normal,2,1,1,-1,0,0.003636,0.003299
2023-01-31,GLD,bullish,3,normal,2,1,1,-1,0,0.012597,0.010681
2023-02-01,GLD,bullish,4,normal,2,1,1,-1,1,-0.020752,-0.017561
2023-02-02,GLD,neutral,2,normal,2,1,1,-1,-1,-0.024958,-0.008347
2023-02-03,GLD,neutral,-2,normal,0,1,-1,-1,-1,0.002075,-0.001666
2023-02-06,GLD,neutral,0,normal,0,1,0,-1,0,0.000920,0.001497
2023-02-07,GLD,neutral,0,normal,0,1,0,-1,0,0.002472,-0.003030
2023-02-08,GLD,neutral,0,normal,0,1,0,-1,0,-0.007912,-0.014018
2023-02-09,GLD,neutral,-2,normal,0,1,-1,-1,-1,0.001907,-0.001555
2023-02-10,GLD,neutral,-1,normal,0,1,-1,-1,0,-0.005076,-0.001274
2023-02-13,GLD,neutral,-2,normal,0,1,-1,-1,-1,0.000754,0.003722
2023-02-14,GLD,neutral,-1,normal,0,1,-1,-1,0,-0.009965,0.001700
2023-02-15,GLD,bearish,-3,normal,-1,1,-1,-1,-1,-0.000819,0.002407
2023-02-16,GLD,neutral,-2,normal,-1,1,-1,-1,0,0.002987,0.008183
2023-02-17,GLD,neutral,-2,normal,-1,1,-1,-1,0,-0.003737,-0.003388
2023-02-21,GLD,neutral,-2,normal,-1,1,-1,-1,0,-0.005626,-0.006733
2023-02-22,GLD,bearish,-3,normal,-1,1,-1,-1,-1,-0.000530,-0.001590
2023-02-23,GLD,neutral,-2,normal,-1,1,-1,-1,0,-0.007195,-0.000416
2023-02-24,GLD,bearish,-5,normal,-1,-1,-1,-1,-1,0.003920,0.000770
2023-02-27,GLD,neutral,-1,normal,-1,1,-1,-1,1,0.004556,0.005925
2023-02-28,GLD,neutral,-1,normal,-1,1,-1,-1,1,0.005772,-0.001111
2023-03-01,GLD,neutral,-1,normal,-1,1,-1,-1,1,-0.000586,0.000821
2023-03-02,GLD,neutral,-2,normal,-1,1,-1,-1,0,0.010723,0.006066
2023-03-03,GLD,bullish,5,normal,2,1,0,1,1,-0.005044,-0.004062
2023-03-06,GLD,neutral,1,normal,-1,1,0,1,0,-0.017480,-0.010562
2023-03-07,GLD,bearish,-6,normal,-2,-1,-1,-1,-1,-0.000474,-0.000415
2023-03-08,GLD,bearish,-5,normal,-2,-1,-1,-1,0,0.009849,0.002651
2023-03-09,GLD,neutral,-1,normal,-2,1,0,-1,1,0.021563,0.011284
2023-03-10,GLD,bullish,5,normal,1,1,1,1,1,0.022948,0.006793
2023-03-13,GLD,bullish,6,normal,2,1,1,1,1,-0.005791,-0.002932
2023-03-14,GLD,bullish,5,normal,2,1,1,1,0,0.007804,-0.003634
2023-03-15,GLD,bullish,6,normal,2,1,1,1,1,0.002020,-0.005236
2023-03-16,GLD,bullish,5,normal,2,1,1,1,0,0.029120,0.015192
2023-03-17,GLD,bullish,6,normal,2,1,1,1,1,0.000381,-0.001900
2023-03-20,GLD,bullish,5,normal,2,1,1,1,0,-0.018875,-0.012483
2023-03-21,GLD,bullish,4,normal,2,1,1,1,-1,0.017021,0.016851
2023-03-22,GLD,bullish,6,expanded,2,1,1,1,1,0.012538,0.009951
2023-03-23,GLD,bullish,6,expanded,2,1,1,1,1,-0.011252,-0.010560
2023-03-24,GLD,bullish,5,expanded,2,1,1,1,0,-0.009257,0.004416
2023-03-27,GLD,bullish,4,expanded,2,1,1,1,-1,0.008189,0.006198
2023-03-28,GLD,bullish,6,normal,2,1,1,1,1,-0.004961,0.000219
2023-03-29,GLD,bullish,5,normal,2,1,1,1,0,0.009040,0.007825
2023-03-30,GLD,bullish,6,normal,2,1,1,1,1,-0.005212,-0.004834
2023-03-31,GLD,bullish,5,normal,2,1,1,1,0,0.007204,0.003753
2023-04-03,GLD,bullish,6,normal,2,1,1,1,1,0.018641,0.017648
2023-04-04,GLD,bullish,6,normal,2,1,1,1,1,-0.000798,-0.002708
2023-04-05,GLD,bullish,5,normal,2,1,1,1,0,-0.007134,-0.002140
2023-04-06,GLD,bullish,4,normal,2,1,1,1,-1,-0.007400,-0.000378
2023-04-10,GLD,bullish,4,normal,2,1,1,1,-1,0.006321,0.001990
2023-04-11,GLD,bullish,6,normal,2,1,1,1,1,0.004885,-0.001866
2023-04-12,GLD,bullish,4,normal,2,1,1,-1,1,0.013516,-0.000211
2023-04-13,GLD,bullish,6,normal,2,1,1,1,1,-0.017710,-0.009145
2023-04-14,GLD,neutral,2,normal,2,1,1,-1,-1,-0.004454,-0.001937
2023-04-17,GLD,bullish,3,normal,2,1,1,-1,0,0.003881,0.005452
2023-04-18,GLD,bullish,4,normal,2,1,1,-1,1,-0.004779,0.005479
2023-04-19,GLD,neutral,2,normal,2,1,0,-1,0,0.003938,-0.000269
2023-04-20,GLD,bullish,4,normal,2,1,1,-1,1,-0.009888,-0.003946
2023-04-21,GLD,neutral,-1,normal,0,1,0,-1,-1,0.003039,0.004020
2023-04-24,GLD,neutral,2,normal,2,1,0,-1,0,0.005086,0.004923
2023-04-25,GLD,bullish,4,normal,2,1,1,-1,1,-0.005437,-0.010127
2023-04-26,GLD,neutral,0,normal,0,1,0,-1,0,0.000054,0.004622
2023-04-27,GLD,neutral,0,normal,0,1,0,-1,0,0.000271,0.000054
2023-04-28,GLD,neutral,2,normal,2,1,0,-1,0,-0.004491,-0.011180
2023-05-01,GLD,neutral,-1,normal,0,1,0,-1,-1,0.019297,0.015543
2023-05-02,GLD,bullish,4,normal,2,1,1,-1,1,0.008479,0.007995
2023-05-03,GLD,bullish,4,normal,2,1,1,-1,1,0.007033,0.008366
2023-05-04,GLD,bullish,6,normal,2,1,1,1,1,-0.015648,0.004824
2023-05-05,GLD,bullish,4,normal,2,1,1,1,-1,0.001227,-0.000692
2023-05-08,GLD,bullish,6,normal,2,1,1,1,1,0.007086,0.004784
2023-05-09,GLD,bullish,6,normal,2,1,1,1,1,-0.001428,-0.001217
2023-05-10,GLD,bullish,5,normal,2,1,1,1,0,-0.008583,-0.006952
2023-05-11,GLD,neutral,1,normal,2,1,0,-1,-1,-0.001710,-0.003308
2023-05-12,GLD,neutral,1,normal,2,1,0,-1,-1,0.002141,-0.000480
2023-05-15,GLD,neutral,2,normal,2,1,0,-1,0,-0.012499,-0.009165
