date,symbol,bias,score,regime,trendStack,longTrend,momentum,macdHistogram,structure,next_close_ret,next_oc_ret
2014-05-13,GC=F,neutral,-2,normal,-2,-1,0,1,0,0.008574,0.009978
2014-05-14,GC=F,neutral,2,normal,1,-1,0,1,1,-0.009344,-0.006910
2014-05-15,GC=F,neutral,-2,normal,-2,-1,0,1,0,-0.000155,0.000000
2014-05-16,GC=F,neutral,-2,quiet,-2,-1,0,1,0,0.000309,0.000000
2014-05-19,GC=F,neutral,-1,quiet,-2,-1,0,1,1,0.000618,0.002944
2014-05-20,GC=F,neutral,-1,quiet,-2,-1,0,1,1,-0.005021,0.000466
2014-05-21,GC=F,bearish,-4,quiet,-2,-1,-1,1,-1,0.005357,0.000541
2014-05-22,GC=F,neutral,-1,quiet,-2,-1,0,1,1,-0.002548,-0.001237
2014-05-23,GC=F,bearish,-3,quiet,-2,-1,0,1,-1,-0.020285,-0.020512
2014-05-27,GC=F,bearish,-6,quiet,-2,-1,-1,-1,-1,-0.004821,0.000000
2014-05-28,GC=F,bearish,-6,quiet,-2,-1,-1,-1,-1,-0.002382,-0.001589
2014-05-29,GC=F,bearish,-6,quiet,-2,-1,-1,-1,-1,-0.008517,-0.007569
2014-05-30,GC=F,bearish,-6,quiet,-2,-1,-1,-1,-1,-0.001525,-0.005040
2014-06-02,GC=F,bearish,-5,quiet,-2,-1,-1,-1,0,0.000483,0.000161
2014-06-03,GC=F,bearish,-5,quiet,-2,-1,-1,-1,0,-0.000241,-0.000883
2014-06-04,GC=F,bearish,-5,quiet,-2,-1,-1,-1,0,0.007235,0.007235
2014-06-05,GC=F,bearish,-4,quiet,-2,-1,-1,-1,1,-0.000718,-0.001037
2014-06-06,GC=F,bearish,-5,quiet,-2,-1,-1,-1,0,0.001118,0.000639
2014-06-09,GC=F,bearish,-5,quiet,-2,-1,-1,-1,0,0.005026,0.005909
2014-06-10,GC=F,bearish,-4,quiet,-2,-1,-1,-1,1,0.000794,0.000714
2014-06-11,GC=F,bearish,-3,quiet,-2,-1,-1,1,0,0.010152,0.010794
2014-06-12,GC=F,neutral,1,quiet,0,-1,0,1,1,0.000078,0.000943
